Repository,Repository_fullname,Language,Topic,Description,Watchers,Stars,Forks,Created,Last_update,License
freeCodeCamp,freeCodeCamp/freeCodeCamp,TypeScript,"['careers', 'certification', 'community', 'curriculum', 'd3', 'education', 'freecodecamp', 'hacktoberfest', 'javascript', 'learn-to-code', 'math', 'nodejs', 'nonprofits', 'programming', 'react', 'teachers']",freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,364436,364436,31667,2014-12-24T17:49:19Z,2023-04-14T13:32:22Z,BSD-3-Clause
